
Wed Sep  1 15:44:44 2021
44.74	0.016987	0.550725	0.032958	0.014105	0.066455	0.023271	0.016846	0.550833	0.032691	89
39.72	0.016301	0.433361	0.031421	0.016662	0.344897	0.031789	0.015973	0.414722	0.030761	89
35.25	0.018119	0.427462	0.034764	0.017140	0.320397	0.032540	0.017666	0.413742	0.033885	89
30.99	0.020324	0.421489	0.038779	0.017684	0.306191	0.033437	0.019807	0.412585	0.037799	89
27.05	0.023014	0.416561	0.043618	0.018270	0.271663	0.034238	0.022493	0.413134	0.042663	89
23.44	0.026361	0.413574	0.049564	0.018977	0.229789	0.035059	0.026157	0.415737	0.049218	89
20.13	0.030334	0.408572	0.056476	0.019759	0.205475	0.036051	0.030977	0.415848	0.057660	89
17.18	0.035459	0.407601	0.065242	0.020746	0.189927	0.037407	0.037377	0.418796	0.068629	89
14.51	0.041525	0.403345	0.075298	0.021869	0.149146	0.038145	0.045898	0.417691	0.082707	89
12.17	0.049016	0.399164	0.087311	0.022712	0.124922	0.038435	0.058152	0.418177	0.102105	89
10.11	0.058292	0.394236	0.101566	0.023814	0.110350	0.039174	0.075559	0.418058	0.127986	89
8.29	0.070676	0.392145	0.119766	0.025192	0.095584	0.039875	0.100528	0.420345	0.162252	89
6.75	0.085718	0.386993	0.140349	0.026162	0.081953	0.039663	0.130707	0.419480	0.199311	89
5.44	0.105662	0.384828	0.165801	0.027060	0.069037	0.038880	0.166754	0.422018	0.239051	89
4.37	0.130210	0.380647	0.194043	0.028027	0.062662	0.038731	0.204787	0.421479	0.275645	89
3.50	0.160929	0.377287	0.225621	0.029454	0.053773	0.038060	0.246433	0.422492	0.311294	88
2.83	0.200442	0.379303	0.262282	0.031252	0.050400	0.038581	0.294815	0.429884	0.349762	88
2.31	0.248371	0.384231	0.301712	0.032646	0.038282	0.035240	0.348472	0.441056	0.389336	87
1.92	0.304371	0.390503	0.342098	0.034113	0.032901	0.033496	0.403502	0.453775	0.427164	83
1.62	0.368863	0.400508	0.384034	0.035151	0.030249	0.032516	0.459970	0.469441	0.464657	82
1.42	0.431743	0.410886	0.421057	0.036637	0.028176	0.031854	0.508378	0.486353	0.497122	76
1.28	0.487992	0.418726	0.450713	0.037468	0.026172	0.030818	0.550008	0.500969	0.524344	70
1.18	0.538998	0.426715	0.476329	0.037348	0.023436	0.028800	0.583767	0.515110	0.547294	66
1.12	0.578984	0.433211	0.495601	0.040162	0.022519	0.028857	0.609664	0.526667	0.565134	58
1.08	0.607549	0.438662	0.509474	0.041584	0.021308	0.028178	0.628691	0.538493	0.580107	51
1.05	0.628744	0.441947	0.519051	0.035769	0.019349	0.025113	0.642817	0.547399	0.591283	42
1.03	0.644187	0.444337	0.525916	0.032700	0.017355	0.022676	0.652719	0.554688	0.599724	37
1.02	0.658780	0.449041	0.534056	0.032938	0.016687	0.022152	0.663532	0.563400	0.609380	36
1.01	0.668065	0.451729	0.538999	0.033704	0.016172	0.021857	0.670274	0.568643	0.615290	28
1.01	0.672989	0.452998	0.541503	0.032953	0.015633	0.021205	0.674030	0.572381	0.619061	22
1.00	0.678119	0.455387	0.544870	0.033267	0.015394	0.021048	0.678809	0.576714	0.623610	17
1.00	0.678655	0.455088	0.544829	0.033042	0.015066	0.020696	0.679255	0.577565	0.624296	16
1.00	0.679853	0.455536	0.545536	0.031592	0.014817	0.020173	0.680427	0.578871	0.625554	13
1.00	0.679674	0.455163	0.545211	0.033615	0.014585	0.020343	0.680074	0.579280	0.625643	11
1.00	0.679451	0.455014	0.545032	0.033647	0.014417	0.020185	0.679851	0.579782	0.625841	9
1.00	0.678934	0.454566	0.544544	0.027679	0.014198	0.018769	0.679181	0.579726	0.625525	8
